Code,"Scientific Name","Common Name","Last Update","# of Sequences","NCBI TaxonId",D.
BACLD,"Bacillus licheniformis  (strain ATCC 14580 / DSM 13 / JCM 2505 / NBRC 12200 / NCIMB 9375 / NRRL NRS-1264 / Gibson 46)",,2014-Mar-24,4389,279010,B
ENTLS,"Enterobacter lignolyticus  (strain SCF1)",,2014-Jan-25,4393,701347,B
STRMK,"Stenotrophomonas maltophilia  (strain K279a)",,2008-Jul-13,4400,522373,B
CHRVO,"Chromobacterium violaceum  (strain ATCC 12472 / DSM 30191 / JCM 1249 / NBRC 12614 / NCIMB 9131 / NCTC 9757)",,2010-Mar-21,4400,243365,B
RIPO2,"Rippkaea orientalis  (strain PCC 8802)",,2009-Nov-22,4403,395962,B
RHOFT,"Rhodoferax ferrireducens  (strain ATCC BAA-621 / DSM 15236 / T118)",,2014-Jun-18,4404,338969,B
MARAH,"Marinobacter adhaerens  (strain DSM 23420 / HP15)",,2011-May-30,4406,225937,B
GEOS8,"Geobacter sp.  (strain M18)",,2012-Dec-17,4406,443143,B
GLOVI,"Gloeobacter violaceus  (strain ATCC 29082 / PCC 7421)",,2014-Mar-24,4407,251221,B
LOKAC,"Lokiarchaeota archaeon  (strain CR_4)",,2018-Oct-28,4413,1849166,A
ECO8A,"Escherichia coli  O8 (strain IAI1)",,2009-Jul-26,4414,585034,B
MARMS,"Marinomonas sp.  (strain MWYL1)",,2008-May-07,4415,400668,B
VIBA3,"Vibrio atlanticus  (strain LGP32)",,2009-Jun-21,4420,575788,B
BABBI,"Babesia bigemina",,2015-Dec-15,4420,5866,E
STAND,"Starkeya novella  (strain ATCC 8093 / DSM 506 / CCM 1077 / IAM 12100 / NBRC 12443 / NCIB 9113)",,2012-Dec-17,4423,639283,B
COLFT,"Collimonas fungivorans  (strain Ter331)",,2012-Dec-17,4428,1005048,B
PECPW,"Pectobacterium parmentieri  (strain WPP163)",,2011-Apr-10,4431,561231,B
SHIF2,"Shigella flexneri  serotype X (strain 2002017)",,2015-Mar-08,4433,591020,B
METMM,"Methylomonas methanica  (strain MC09)",,2013-Jan-10,4433,857087,B
ERECY,"Eremothecium cymbalariae  (strain CBS 270.75 / DBVPG 7215 / KCTC 17166 / NRRL Y-17582)",Yeast,2021-Sep-29,4434,931890,E
ACCPU,"Accumulibacter phosphatis  (strain UW-1)",,2015-Nov-05,4436,522306,B
FRACC,"Frankia casuarinae  (strain DSM 45818 / CECT 9043 / CcI3)",,2014-Mar-24,4436,106370,B
VIBFN,"Vibrio furnissii  (strain DSM 14383 / NCTC 11218 / VL 6966)",,2014-Nov-05,4440,903510,B
ANASK,"Anaeromyxobacter sp.  (strain K)",,2008-Oct-26,4444,447217,B
XANCB,"Xanthomonas campestris  pv. campestris (strain B100)",,2008-Jul-13,4452,509169,B
ARTS2,"Arthrobacter sp.  (strain FB24)",,2007-Mar-07,4453,290399,B
GIAIB,"Giardia intestinalis  (strain ATCC 50581 / GS clone H7)",,2016-Mar-23,4454,598745,E
CROTZ,"Cronobacter turicensis  (strain DSM 18703 / LMG 23827 / z3032)",,2013-Jan-10,4455,693216,B
PSEF1,"Pseudomonas fulva  (strain 12-X)",,2012-Feb-09,4459,743720,B
ANAD2,"Anaeromyxobacter dehalogenans  (strain 2CP-1 / ATCC BAA-258)",,2010-Feb-24,4460,455488,B
ECOS5,"Escherichia coli  O150:H5 (strain SE15)",,2012-Jan-25,4461,431946,B
ANADF,"Anaeromyxobacter sp.  (strain Fw109-5)",,2007-Dec-09,4461,404589,B
METAC,"Methanosarcina acetivorans  (strain ATCC 35395 / DSM 2834 / JCM 12185 / C2A)",,2009-Sep-14,4463,188937,A
ALKMQ,"Alkaliphilus metalliredigens  (strain QYMF)",,2008-Feb-07,4463,293826,B
DESAJ,"Desulfosporosinus acidiphilus  (strain DSM 22704 / JCM 16185 / SJ4)",,2013-Oct-03,4469,646529,B
VIBVU,"Vibrio vulnificus  (strain CMCP6)",,2010-Mar-21,4470,216895,B
PECAS,"Pectobacterium atrosepticum  (strain SCRI 1043 / ATCC BAA-672)",,2014-Jun-18,4479,218491,B
AROAE,"Aromatoleum aromaticum  (strain EbN1)",,2011-Sep-25,4483,76114,B
MYCCH,"Mycobacteroides chelonae",,2018-Nov-14,4489,1774,B
SALPK,"Salmonella paratyphi A  (strain AKU_12601)",,2008-Dec-10,4490,554290,B
SHESH,"Shewanella sediminis  (strain HAW-EB3)",,2008-Mar-05,4493,425104,B
ROSS1,"Roseiflexus sp.  (strain RS-1)",,2007-Dec-09,4494,357808,B
SALTS,"Salmonella typhimurium  (strain SL1344)",,2011-May-30,4497,216597,B
ROSLO,"Roseobacter litoralis  (strain ATCC 49566 / DSM 6996 / JCM 21268 / NBRC 15278 / OCh 149)",,2015-Mar-08,4497,391595,B
EUBLK,"Eubacterium limosum  (strain KIST612)",,2013-May-28,4498,903814,B
SALAR,"Salmonella arizonae  (strain ATCC BAA-731 / CDC346-86 / RSK2980)",,2008-Mar-24,4499,41514,B
SHEB6,"Shewanella baltica  (strain OS678)",,2012-Nov-13,4501,693973,B
MALS4,"Malassezia sympodialis  (strain ATCC 42132)","Atopic eczema-associated yeast",2020-Nov-16,4502,1230383,E
ECHVK,"Echinicola vietnamensis  (strain DSM 17526 / LMG 23754 / KMM 6221)",,2014-Oct-02,4508,926556,B
MAGSA,"Magnetospirillum magneticum  (strain AMB-1 / ATCC 700264)",,2010-Apr-27,4511,342108,B
VIBAE,"Vibrio antiquarius  (strain Ex25)",,2012-Nov-29,4514,150340,B
GRATM,"Granulicella tundricola  (strain ATCC BAA-1859 / DSM 23138 / MP5ACTX9)",,2015-Mar-27,4514,1198114,B
RHOSU,"Rhodovulum sulfidophilum",,2020-Jan-26,4520,35806,B
SALTO,"Salinispora tropica  (strain ATCC BAA-916 / DSM 44818 / CNB-440)",,2008-Mar-24,4522,369723,B
SPHMC,"Sphingopyxis macrogoltabida",,2019-Dec-12,4528,33050,B
SALTY,"Salmonella typhimurium  (strain LT2 / SGSC1412 / ATCC 700720)",,2009-Dec-13,4529,99287,B
CHESB,"Chelativorans sp.  (strain BNC1)",,2014-Jun-18,4530,266779,B
RHOSK,"Rhodobacter sphaeroides  (strain KD131 / KCTC 12085)",,2009-Jun-25,4540,557760,B
GORB4,"Gordonia bronchialis  (strain ATCC 25592 / DSM 43247 / BCRC 13721 / JCM 3198 / KCTC 3076 / NBRC 16047 / NCTC 10667)",,2011-Mar-21,4546,526226,B
VIBVM,"Vibrio vulnificus  (strain MO6-24/O)",,2014-Nov-05,4547,914127,B
DICD3,"Dickeya dadantii  (strain 3937)",,2011-Oct-02,4550,198628,B
XANOP,"Xanthomonas oryzae  pv. oryzae (strain PXO99A)",,2008-Sep-09,4559,360094,B
PAEAT,"Paenarthrobacter aurescens  (strain TC1)",,2007-May-03,4561,290340,B
PSEMY,"Pseudomonas mendocina  (strain ymp)",,2008-Feb-07,4563,399739,B
ECO8N,"Escherichia coli  O83:H1 (strain NRG 857C / AIEC)",,2015-Mar-28,4573,685038,B
OSCVS,"Oscillibacter valericigenes  (strain DSM 18026 / NBRC 101213 / Sjm18-20)",,2015-Nov-05,4580,693746,B
SHEON,"Shewanella oneidensis  (strain MR-1)",,2007-Sep-26,4584,211586,B
PSECP,"Pseudarthrobacter chlorophenolicus  (strain ATCC 700700 / DSM 12829 / CIP 107037 / JCM 12360 / KCTC 9906 / NCIMB 13794 / A6)",,2009-May-26,4586,452863,B
OPITP,"Opitutus terrae  (strain DSM 11246 / JCM 15787 / PB90-1)",,2008-Jul-13,4588,452637,B
PANVC,"Pantoea vagans  (strain C9-1)",,2012-Nov-29,4591,712898,B
SALA4,"Salmonella agona  (strain SL483)",,2009-Jan-19,4593,454166,B
RHOH1,"Rhodococcus hoagii  (strain 103S)",,2011-Apr-10,4598,685727,B
ENTAL,"Enterobacter asburiae  (strain LF7a)",,2012-Feb-09,4599,640513,B
SALPC,"Salmonella paratyphi C  (strain RKS4594)",,2009-Jul-26,4600,476213,B
ACIAC,"Acidovorax citrulli  (strain AAC00-1)",,2007-Mar-07,4601,397945,B
SALSV,"Salmonella schwarzengrund  (strain CVM19633)",,2009-Jan-19,4603,439843,B
SALCH,"Salmonella choleraesuis  (strain SC-B67)",,2014-Mar-24,4605,321314,B
SALDC,"Salmonella dublin  (strain CT_02021853)",,2009-Jan-19,4607,439851,B
BACFR,"Bacteroides fragilis  (strain YCH46)",,2010-Mar-21,4609,295405,B
MYCT3,"Mycolicibacterium thermoresistibile  (strain ATCC 19527 / DSM 44167 / CIP 105390 / JCM 6362 / NCTC 10409 / 316)",,2019-Jan-06,4614,1078020,B
SHEB9,"Shewanella baltica  (strain OS195)",,2008-Mar-05,4616,399599,B
ALIDK,"Alicycliphilus denitrificans  (strain DSM 14773 / CIP 107495 / K601)",,2015-Mar-28,4619,596154,B
XENNA,"Xenorhabdus nematophila  (strain ATCC 19061 / DSM 3370 / LMG 1036 / NCIB 9965 / AN6)",,2014-Nov-05,4621,406817,B
XANC5,"Xanthomonas campestris  pv. vesicatoria (strain 85-10)",,2014-Mar-24,4625,316273,B
PSEAA,"Pseudomonas agarici",,2018-Jul-11,4626,46677,B
SALTD,"Salmonella typhimurium  (strain D23580)",,2015-Mar-17,4630,568708,B
ZUNPS,"Zunongwangia profunda  (strain DSM 18752 / CCTCC AB 206139 / SM-A87)",,2011-Apr-10,4631,655815,B
ECOKO,"Escherichia coli  (strain ATCC 55124 / KO11FL)",,2013-Oct-03,4634,595495,B
BORBM,"Bordetella bronchiseptica  (strain MO149)",,2013-Oct-03,4655,1208658,B
ECOL5,"Escherichia coli  O6:K15:H31 (strain 536 / UPEC)",,2010-Mar-25,4657,362663,B
DESMR,"Desulfovibrio magneticus  (strain ATCC 700980 / DSM 13731 / RS-1)",,2010-Jul-11,4663,573370,B
KINRD,"Kineococcus radiotolerans  (strain ATCC BAA-149 / DSM 14245 / SRS30216)",,2008-Mar-24,4673,266940,B
RHOP2,"Rhodopseudomonas palustris  (strain HaA2)",,2014-Mar-24,4680,316058,B
LEPIN,"Leptospira interrogans  serogroup Icterohaemorrhagiae serovar Lai (strain 56601)",,2009-Sep-16,4687,189518,B
PECPM,"Pectobacterium parmentieri",,2015-Mar-08,4689,1905730,B
ECO7I,"Escherichia coli  O7:K1 (strain IAI39 / ExPEC)",,2009-May-26,4689,585057,B
RUBGI,"Rubrivivax gelatinosus  (strain NBRC 100245 / IL144)",,2014-Nov-05,4697,983917,B
HOYSD,"Hoyosella subflava  (strain DSM 45089 / JCM 17490 / NBRC 109087 / DQS3-9A1)",,2013-Jan-10,4703,443218,B
AZOC5,"Azorhizobium caulinodans  (strain ATCC 43989 / DSM 5975 / JCM 20966 / NBRC 14845 / NCIMB 13405 / ORS 571)",,2008-Feb-07,4706,438753,B
RUBBR,"Rubinisphaera brasiliensis  (strain ATCC 49424 / DSM 5305 / JCM 21570 / NBRC 103401 / IFAM 1448)",,2015-Nov-05,4709,756272,B
PIRSD,"Pirellula staleyi  (strain ATCC 27377 / DSM 6068 / ICPB 4128)",,2014-Nov-05,4711,530564,B
BACA3,"Bacillus akibai  (strain ATCC 43226 / DSM 21942 / JCM 9157 / 1139)",,2018-Jul-11,4711,1236973,B
ACIAP,"Acidovorax avenae  (strain ATCC 19860 / DSM 7227 / JCM 20985 / NCPPB 1011)",,2012-Jan-19,4718,643561,B
HALAF,"Halomonas anticariensis  (strain DSM 16096 / CECT 5854 / LMG 22089 / FP35)",,2020-Jan-23,4723,1121939,B
ZOBGA,"Zobellia galactanivorans  (strain DSM 12802 / CCUG 47099 / CIP 106680 / NCIMB 13871 / Dsij)",,2014-Mar-04,4728,63186,B
HERSS,"Herbaspirillum seropedicae  (strain SmR1)",,2015-Nov-05,4734,757424,B
ECOKI,"Escherichia coli  O18:K1:H7 (strain IHE3034 / ExPEC)",,2014-Mar-04,4748,714962,B
LYSSC,"Lysinibacillus sphaericus  (strain C3-41)",,2008-Jul-13,4750,444177,B
STAC7,"Stanieria cyanosphaera  (strain ATCC 29371 / PCC 7437)",,2013-Aug-19,4750,111780,B
CANGA,"Candida glabrata  (strain ATCC 2001 / CBS 138 / JCM 3761 / NBRC 0622 / NRRL Y-65)",Yeast,2009-Sep-14,4752,284593,E
ECO27,"Escherichia coli  O127:H6 (strain E2348/69 / EPEC)",,2009-Jul-26,4755,574521,B
SALHS,"Salmonella heidelberg  (strain SL476)",,2009-Jan-19,4757,454169,B
ASHGO,"Ashbya gossypii  (strain ATCC 10895 / CBS 109.51 / FGSC 9923 / NRRL Y-1056)",Yeast,2014-Mar-24,4757,284811,E
OCHA4,"Ochrobactrum anthropi  (strain ATCC 49188 / DSM 6882 / JCM 21032 / NBRC 15819 / NCTC 12168)",,2007-Dec-09,4757,439375,B
PHOLL,"Photorhabdus laumondii  subsp. laumondii (strain DSM 15139 / CIP 105565 / TT01)",,2010-Mar-21,4766,243265,B
MYCAS,"Mycobacterium asiaticum",,2017-Aug-16,4767,1790,B
KORVE,"Koribacter versatilis  (strain Ellin345)",,2006-Sep-25,4770,204669,B
BACTN,"Bacteroides thetaiotaomicron  (strain ATCC 29148 / DSM 2079 / NCTC 10582 / E50 / VPI-5482)",,2009-Sep-16,4771,226186,B
ECOUM,"Escherichia coli  (strain UM146)",,2012-Nov-29,4777,869729,B
DESAH,"Desulfobacterium autotrophicum  (strain ATCC 43914 / DSM 3382 / HRM2)",,2009-Jul-26,4777,177437,B
COMT2,"Comamonas testosteroni  (strain CNB-2)",,2013-Dec-17,4777,688245,B
ECOAB,"Escherichia coli  OR:K5:H- (strain ABU 83972)",,2012-Jan-02,4784,655817,B
SALNS,"Salmonella newport  (strain SL254)",,2008-Dec-10,4787,423368,B
PAEP6,"Paenibacillus polymyxa  (strain E681)",,2012-Nov-15,4788,349520,B
NITMO,"Nitrospira moscoviensis",,2017-Nov-08,4790,42253,B
BACAH,"Bacillus thuringiensis  (strain Al Hakam)",,2007-Mar-07,4792,412694,B
GEOOG,"Geodermatophilus obscurus  (strain ATCC 25078 / DSM 43160 / JCM 3152 / KCC A-0152 / KCTC 9177 / NBRC 13315 / NRRL B-3577 / G-20)",,2010-Jul-11,4795,526225,B
BURMA,"Burkholderia mallei  (strain ATCC 23344)",,2007-Sep-25,4797,243160,B
GRAMM,"Granulicella mallensis  (strain ATCC BAA-1857 / DSM 23137 / MP5ACTX8)",,2015-Nov-05,4803,682795,B
BLASD,"Blastococcus saxobsidens  (strain DD2)",,2012-Nov-13,4814,1146883,B
VIBPA,"Vibrio parahaemolyticus  serotype O3:K6 (strain RIMD 2210633)",,2010-Mar-21,4820,223926,B
METEP,"Methylorubrum extorquens  (strain PA1)",,2008-Sep-09,4822,419610,B
SALT4,"Salmonella typhimurium  (strain 4/74)",,2012-Nov-29,4824,909946,B
RHOPA,"Rhodopseudomonas palustris  (strain ATCC BAA-98 / CGA009)",,2010-Mar-21,4829,258594,B
RAHAC,"Rahnella aquatilis  (strain ATCC 33071 / DSM 4594 / JCM 1683 / NBRC 105701 / NCIMB 13365 / CIP 78.65)",,2014-Oct-02,4841,745277,B
SALAI,"Salinispora arenicola  (strain CNS-205)",,2008-Mar-24,4847,391037,B
RHOP5,"Rhodopseudomonas palustris  (strain BisA53)",,2007-Mar-07,4851,316055,B
DESHD,"Desulfitobacterium hafniense  (strain DCB-2 / DSM 10664)",,2009-Dec-15,4852,272564,B
ECOLW,"Escherichia coli  (strain ATCC 9637 / CCM 2024 / DSM 1116 / NCIMB 8666 / NRRL B-766 / W)",,2014-Mar-04,4856,566546,B
ECOH1,"Escherichia coli  O78:H11 (strain H10407 / ETEC)",,2013-Oct-03,4863,316401,B
RHOPB,"Rhodopseudomonas palustris  (strain BisB18)",,2014-Mar-24,4864,316056,B
ECOK1,"Escherichia coli  O1:K1 / APEC",,2007-Mar-07,4864,405955,B
WALI9,"Wallemia ichthyophaga  (strain EXF-994 / CBS 113033)",,2019-Jan-22,4865,1299270,E
SHEWM,"Shewanella woodyi  (strain ATCC 51908 / MS32)",,2008-Jul-13,4865,392500,B
POLNA,"Polaromonas naphthalenivorans  (strain CJ2)",,2007-Mar-29,4873,365044,B
ECOSM,"Escherichia coli  (strain SMS-3-5 / SECEC)",,2008-Jul-13,4876,439855,B
SCHJY,"Schizosaccharomyces japonicus  (strain yFS275 / FY16936)","Fission yeast",2018-Feb-06,4878,402676,E
COLP3,"Colwellia psychrerythraea  (strain 34H / ATCC BAA-681)",,2014-Mar-24,4881,167879,B
NOCSJ,"Nocardioides sp.  (strain ATCC BAA-499 / JS614)",,2007-May-03,4884,196162,B
RALPJ,"Ralstonia pickettii  (strain 12J)",,2008-Dec-10,4886,402626,B
THECD,"Thermomonospora curvata  (strain ATCC 19995 / DSM 43183 / JCM 3096 / NBRC 15933 / NCIMB 10081 / Henssen B9)",,2010-Feb-24,4888,471852,B
SHEPW,"Shewanella piezotolerans  (strain WP3 / JCM 13877)",,2009-May-26,4895,225849,B
PLABA,"Plasmodium berghei  (strain Anka)",,2018-Jul-11,4903,5823,E
HYPSM,"Hyphomicrobium sp.  (strain MC1)",,2014-Nov-05,4903,717785,B
ECOC1,"Escherichia coli  (strain 'clone D i14')",,2014-Nov-05,4907,885275,B
ECOC2,"Escherichia coli  (strain 'clone D i2')",,2015-Mar-27,4907,885276,B
RHOPX,"Rhodopseudomonas palustris  (strain DX-1)",,2014-Nov-05,4908,652103,B
VEREI,"Verminephrobacter eiseniae  (strain EF01-2)",,2007-May-03,4909,391735,B
KLEAK,"Klebsiella aerogenes  (strain ATCC 13048 / DSM 30053 / JCM 1235 / KCTC 2190 / NBRC 13534 / NCIMB 10102 / NCTC 10006)",,2012-Jan-19,4909,1028307,B
SALTI,"Salmonella typhi",,2009-Sep-16,4911,220341,B
ECO24,"Escherichia coli  O139:H28 (strain E24377A / ETEC)",,2008-Feb-07,4912,331111,B
SERP5,"Serratia proteamaculans  (strain 568)",,2008-Feb-07,4929,399741,B
ERWBE,"Erwinia billingiae  (strain Eb661)",,2013-Oct-03,4929,634500,B
BORPD,"Bordetella petrii  (strain ATCC BAA-461 / DSM 12804 / CCUG 43448)",,2008-May-07,4931,340100,B
ECO55,"Escherichia coli  (strain 55989 / EAEC)",,2009-May-26,4937,585055,B
SHIFL,"Shigella flexneri",,2014-Mar-24,4939,623,B
MYCA9,"Mycobacteroides abscessus  (strain ATCC 19977 / DSM 44196 / CIP 104536 / JCM 13569 / NCTC 13031 / TMC 1543)",,2008-Dec-10,4939,561007,B
CYAME,"Cyanidioschyzon merolae","Red alga",2014-May-18,4946,45157,E
ECO45,"Escherichia coli  O45:K1 (strain S88 / ExPEC)",,2009-Jun-25,4947,585035,B
SERSA,"Serratia plymuthica  (strain AS9)",,2012-Jan-02,4950,768492,B
BACCI,"Bacillus circulans",,2019-Dec-12,4950,1397,B
PSEMN,"Pseudomonas mendocina  (strain NK-01)",,2012-Dec-17,4954,1001585,B
RALS8,"Ralstonia solanacearum  (strain Po82)",,2012-Jan-25,4957,1031711,B
PSEPB,"Pseudomonas putida  (strain BIRD-1)",,2013-Jan-10,4958,931281,B
MYCHD,"Mycolicibacterium hassiacum  (strain DSM 44199 / CIP 105218 / JCM 12690 / 3849)",,2019-Jan-06,4959,1122247,B
CITRI,"Citrobacter rodentium  (strain ICC168)",,2010-Sep-29,4961,637910,B
XANP2,"Xanthobacter autotrophicus  (strain ATCC BAA-1158 / Py2)",,2008-Jul-13,4969,78245,B
BORBR,"Bordetella bronchiseptica  (strain ATCC BAA-588 / NCTC 13252 / RB50)",,2010-Mar-21,4972,257310,B
BURMS,"Burkholderia mallei  (strain SAVP1)",,2007-Oct-25,4975,320388,B
CYCMS,"Cyclobacterium marinum  (strain ATCC 25205 / DSM 745)",,2013-May-28,4979,880070,B
ECOSE,"Escherichia coli  (strain SE11)",,2009-Feb-18,4982,409438,B
AZOVD,"Azotobacter vinelandii  (strain DJ / ATCC BAA-1303)",,2010-Jun-14,4985,322710,B
SCHOY,"Schizosaccharomyces octosporus  (strain yFS286)","Fission yeast",2018-Feb-06,4986,483514,E
VIBVY,"Vibrio vulnificus  (strain YJ016)",,2007-Sep-26,4987,196600,B
ZYGRO,"Zygosaccharomyces rouxii",,2015-Sep-29,4987,4956,E
ECO44,"Escherichia coli  O44:H18 (strain 042 / EAEC)",,2012-Nov-15,4994,216592,B
CYAM1,"Cyanidioschyzon merolae  (strain 10D)","Red alga",2018-Jul-11,4998,280699,E
CLOB8,"Clostridium beijerinckii  (strain ATCC 51743 / NCIMB 8052)",,2008-Mar-24,5003,290402,B
GIAIA,"Giardia intestinalis  (strain P15)",,2018-Aug-22,5007,658858,E
RALSO,"Ralstonia solanacearum  (strain GMI1000)",,2010-Mar-21,5015,267608,B
PARDP,"Paracoccus denitrificans  (strain Pd 1222)",,2007-Mar-07,5015,318586,B
DESHY,"Desulfitobacterium hafniense  (strain Y51)",,2006-Aug-16,5015,138119,B
FLAJ1,"Flavobacterium johnsoniae  (strain ATCC 17061 / DSM 2064 / JCM 8514 / NBRC 14942 / NCIMB 11054 / UW101)",,2008-Oct-12,5016,376686,B
CITK8,"Citrobacter koseri  (strain ATCC BAA-895 / CDC 4225-83 / SGSC4696)",,2008-Jan-21,5017,290338,B
MYCA1,"Mycobacterium avium  (strain 104)",,2007-Mar-07,5035,243243,B
MYCKA,"Mycobacterium kansasii",,2018-Nov-14,5037,1768,B
KOMPG,"Komagataella phaffii  (strain GS115 / ATCC 20864)",Yeast,2016-Feb-25,5038,644223,E
ECO1E,"Escherichia coli  O104:H4 (strain 2009EL-2071)",,2014-Jan-25,5040,1133853,B
ECOLU,"Escherichia coli  O17:K52:H18 (strain UMN026 / ExPEC)",,2009-May-26,5054,585056,B
KLEVT,"Klebsiella variicola  (strain At-22)",,2011-May-30,5056,640131,B
ECOCB,"Escherichia coli  O55:H7 (strain CB9615 / EPEC)",,2013-Oct-03,5081,701177,B
SERFO,"Serratia fonticola",,2016-Sep-14,5086,47917,B
SCHPO,"Schizosaccharomyces pombe  (strain 972 / ATCC 24843)","Fission yeast",2014-Jun-12,5087,284812,E
PSE14,"Pseudomonas savastanoi  pv. phaseolicola (strain 1448A / Race 6)",,2014-Mar-24,5090,264730,B
LACTC,"Lachancea thermotolerans  (strain ATCC 56472 / CBS 6340 / NRRL Y-8284)",Yeast,2018-Mar-04,5092,559295,E
GORPV,"Gordonia polyisoprenivorans  (strain DSM 44266 / VH2)",,2015-Jun-17,5096,1112204,B
RAHSY,"Rahnella sp.  (strain Y9602)",,2013-Oct-03,5097,741091,B
PLAKH,"Plasmodium knowlesi  (strain H)",,2018-Nov-07,5102,5851,E
KLEP7,"Klebsiella pneumoniae  subsp. pneumoniae (strain ATCC 700721 / MGH 78578)",,2008-Jan-21,5116,272620,B
PSEU2,"Pseudomonas syringae  pv. syringae (strain B728a)",,2014-Mar-24,5117,205918,B
NAKMY,"Nakamurella multipartita  (strain ATCC 700099 / DSM 44233 / CIP 104796 / JCM 9543 / NBRC 105858 / Y-104)",,2010-Sep-29,5120,479431,B
NIADE,"Niabella drilacis  (strain DSM 25811 / CCM 8410 / LMG 26954 / E90)",,2021-Jul-08,5122,1285928,B
BACMD,"Bacillus megaterium  (strain DSM 319)",,2012-Nov-29,5124,592022,B
MYCIA,"Mycobacterium intracellulare  (strain ATCC 13950 / DSM 43223 / JCM 6384 / NCTC 13025 / 3600)",,2015-Mar-08,5127,487521,B
ECO81,"Escherichia coli  O81 (strain ED1a)",,2009-Jun-21,5132,585397,B
SPHS2,"Sphingobacterium sp.  (strain 21)",,2012-Jan-25,5132,743722,B
PLAF4,"Plasmodium falciparum  (isolate Dd2)",,2018-Mar-09,5139,57267,E
PSEE4,"Pseudomonas entomophila  (strain L48)",,2007-Mar-07,5159,384676,B
BACHK,"Bacillus thuringiensis  subsp. konkukian (strain 97-27)",,2010-Mar-21,5167,281309,B
SCHCR,"Schizosaccharomyces cryophilus  (strain OY26 / ATCC MYA-4695 / CBS 11777 / NBRC 106824 / NRRL Y48691)","Fission yeast",2018-Feb-06,5172,653667,E
ECO10,"Escherichia coli  O103:H2 (strain 12009 / EHEC)",,2010-Jun-14,5178,585395,B
PSEPW,"Pseudomonas putida  (strain W619)",,2008-Jul-13,5179,390235,B
ECOUT,"Escherichia coli  (strain UTI89 / UPEC)",,2010-Mar-25,5191,364106,B
DESAA,"Desulfatibacillum alkenivorans  (strain AK-01)",,2009-May-26,5192,439235,B
DESOD,"Desulfosporosinus orientis  (strain ATCC 19365 / DSM 765 / NCIMB 8382 / VKM B-1628)",,2016-Sep-14,5215,768706,B
MYCSR,"Mycolicibacterium gilvum  (strain DSM 45189 / LMG 24558 / Spyr1)",,2011-Oct-02,5220,278137,B
KLULA,"Kluyveromyces lactis  (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37)",Yeast,2005-Oct-09,5230,284590,E
CYAP4,"Cyanothece sp.  (strain PCC 7425 / ATCC 29141)",,2009-May-26,5231,395961,B
LACFM,"Lachancea fermentati",,2020-Nov-16,5233,4955,E
CROS5,"Crocosphaera subtropica  (strain ATCC 51142 / BH68)",,2008-Sep-09,5233,43989,B
DESAL,"Desulfatibacillum aliphaticivorans",,2021-Jul-08,5239,218208,B
BACCR,"Bacillus cereus  (strain ATCC 14579 / DSM 31 / JCM 2152 / NBRC 15305 / NCIMB 9373 / NRRL B-3711)",,2010-Mar-21,5240,226900,B
ECO5T,"Escherichia coli  O157:H7 (strain TW14359 / EHEC)",,2010-Jan-18,5241,544404,B
RHOPT,"Rhodopseudomonas palustris  (strain TIE-1)",,2008-Oct-26,5242,395960,B
PSEP1,"Pseudomonas putida  (strain ATCC 700007 / DSM 6899 / BCRC 17059 / F1)",,2008-Feb-07,5244,351746,B
TETPH,"Tetrapisispora phaffii  (strain ATCC 24235 / CBS 4417 / NBRC 1672 / NRRL Y-8282 / UCD 70-5)",Yeast,2020-Nov-16,5253,1071381,E
HERA2,"Herpetosiphon aurantiacus  (strain ATCC 23779 / DSM 785 / 114-95)",,2008-Sep-09,5254,316274,B
ECO57,"Escherichia coli  O157:H7",,2010-Mar-25,5263,155864,B
WALSE,"Wallemia sebi",,2012-Dec-17,5267,148960,E
ECO5E,"Escherichia coli  O157:H7 (strain EC4115 / EHEC)",,2009-Jan-19,5272,444450,B
WALMC,"Wallemia mellicola  (strain ATCC MYA-4683 / CBS 633.66)",,2021-Sep-27,5277,671144,E
KLEPH,"Klebsiella pneumoniae  subsp. pneumoniae (strain HS11286)",,2012-Nov-13,5284,1125630,B
BACAA,"Bacillus anthracis  (strain A0248)",,2010-Sep-29,5291,592021,B
MICPN,"Microlunatus phosphovorus  (strain ATCC 700054 / DSM 10555 / JCM 9379 / NBRC 101784 / NCIMB 13414 / VKM Ac-1990 / NM-1)",,2014-Nov-05,5303,1032480,B
PHOPR,"Photobacterium profundum  (strain SS9)",,2014-Mar-24,5305,298386,B
BURM9,"Burkholderia mallei  (strain NCTC 10229)",,2007-Oct-25,5308,412022,B
SPHWW,"Sphingomonas wittichii  (strain RW1 / DSM 6014 / JCM 10273)",,2008-Feb-07,5311,392499,B
PSEPK,"Pseudomonas putida  (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440)",,2010-Mar-21,5311,160488,B
RALP1,"Ralstonia pickettii  (strain 12D)",,2010-Feb-12,5314,428406,B
KAZNA,"Kazachstania naganishii  (strain ATCC MYA-139 / BCRC 22969 / CBS 8797 / KCTC 17520 / NBRC 10181 / NCYC 3082 / Yp74L-3)",Yeast,2017-Aug-16,5321,1071383,E
BACT1,"Bacillus thuringiensis  (strain BMB171)",,2014-Nov-05,5324,714359,B
