EC,TT,%Match,MatchLen,NumMisMat,GapOpen,QueryStart,QueryEnd,DB_SeqStart,DB_SeqEnd,E-Val,BitScore
Q46939,Q5SKF3,40,60,36,0,1,60,1,60,8.00E-07,47.8
Q46939,Q5SKF3,36.17,47,30,0,156,202,147,193,4.00E-05,42.3
Q46939,Q5SKT4,42.86,126,72,0,1,126,1,126,1.00E-27,116
Q46939,Q5SKT4,40.15,137,82,0,139,275,143,279,2.00E-26,112
Q46939,Q5SKT4,45,100,55,0,291,390,295,394,1.00E-24,106
Q46939,Q5SL80,50,34,17,0,83,116,156,189,1.00E-04,40.5
P55140,Q5SH82,56.52,23,10,0,263,285,23,45,0.002,36.5
P55140,Q5SH82,48,25,13,0,264,288,21,45,0.008,34.2
P76278,Q5SK33,33.33,39,26,0,38,76,141,179,2.00E-04,39.8
P77280,Q5SL27,52.08,48,23,0,63,110,61,108,1.00E-11,63.9
P77280,Q5SKS4,43.48,46,26,0,64,109,62,107,3.00E-08,52.3
P77280,Q5SKS4,31.03,87,60,0,123,209,119,205,1.00E-07,50.5
P77280,Q5SKS4,35.48,31,20,0,14,44,13,43,0.001,37.1
P77280,Q5SL93,36.17,47,30,0,168,214,166,212,1.00E-05,43.5
P0AFP9,Q5SJJ8,31.76,85,58,0,283,367,2,86,1.00E-12,67.2
P0AFP9,Q5SH07,29.82,57,40,0,174,230,173,229,3.00E-05,42.8
P0AFP9,Q5SIG2,29.85,67,47,0,190,256,65,131,5.00E-04,38.5
P0ADK8,Q5SJE4,26.47,102,75,0,18,119,45,146,7.00E-04,36
P77509,Q5SJB5,35.33,167,108,0,85,251,76,242,1.00E-28,120
P77509,Q5SJB5,27.83,115,83,0,387,501,378,492,4.00E-14,72.5
P77509,Q5SJB5,50,52,26,0,18,69,12,63,4.00E-13,69.2
P77509,Q5SJB5,34.18,79,52,0,402,480,138,216,7.00E-12,65.1
P77509,Q5SJB5,45.1,51,28,0,264,314,254,304,3.00E-10,59.6
P77509,Q5SJB5,38.33,60,37,0,281,340,23,82,3.00E-07,49.6
P77509,Q5SJB5,24.74,97,73,0,151,247,397,493,3.00E-07,49.6
P77509,Q5SIR0,40.37,109,65,0,141,249,127,235,3.00E-22,99.4
P77509,Q5SIR0,29.01,131,93,0,350,480,334,464,3.00E-20,93
P77509,Q5SIR0,35.37,82,53,0,399,480,130,211,2.00E-11,63.8
P77509,Q5SIR0,52,50,24,0,18,67,9,58,3.00E-10,59.6
P77509,Q5SIR0,45.95,37,20,0,278,314,265,301,6.00E-07,48.7
P77509,Q5SIR0,32.31,65,44,0,281,345,20,84,6.00E-06,45.5
P77509,Q5SIR0,25.47,106,79,0,142,247,381,486,4.00E-05,42.7
P77509,Q5SH42,29.59,98,69,0,144,241,126,223,3.00E-12,66
P77509,Q5SH42,26.67,90,66,0,396,485,123,212,1.00E-08,54.6
P77509,Q5SH42,46.94,49,26,0,17,65,10,58,7.00E-08,51.9
P77509,Q5SH42,34.62,52,34,0,275,326,16,67,4.00E-05,42.7
P77509,Q5SIX4,52.83,53,25,0,18,70,30,82,3.00E-12,66
P77509,Q5SIX4,41.03,39,23,0,405,443,153,191,1.00E-04,40.9
P77509,Q5SIX4,31.37,51,35,0,278,328,38,88,2.00E-04,40
P77509,Q5SIX4,54.84,31,14,0,150,180,153,183,5.00E-04,39
P77509,Q5SJ55,30.61,98,68,0,130,227,119,216,2.00E-11,63.3
P77509,Q5SJ55,34.57,81,53,0,405,485,139,219,4.00E-11,62.4
P77509,Q5SJ55,39.13,46,28,0,278,323,20,65,2.00E-05,43.6
P77509,Q5SJ55,25.35,71,53,0,9,79,3,73,5.00E-04,39
P77509,Q5SKE9,35.9,78,50,0,403,480,133,210,1.00E-10,61
P77509,Q5SKE9,32.53,83,56,0,145,227,130,212,4.00E-10,59.2
P77509,Q5SKE9,43.86,57,32,0,20,76,12,68,3.00E-08,52.8
P77509,Q5SKE9,26.87,67,49,0,281,347,21,87,6.00E-06,45.5
P77509,Q5SIN4,35.14,74,48,0,274,347,15,88,1.00E-10,61
P77509,Q5SIN4,35.9,78,50,0,403,480,135,212,3.00E-09,56.4
P77509,Q5SIN4,26.19,84,62,0,144,227,131,214,2.00E-08,53.7
P77509,Q5SIN4,37.5,48,30,0,20,67,13,60,1.00E-07,50.9
P77509,Q5SKA0,33.78,74,49,0,134,207,120,193,2.00E-10,60.6
P77509,Q5SKA0,33.82,68,45,0,402,469,133,200,9.00E-08,51.4
P77509,Q5SKA0,47.83,46,24,0,22,67,11,56,1.00E-07,50.9
P77509,Q5SKA0,31.67,60,41,0,267,326,4,63,5.00E-05,42.3
P77509,Q5SJR7,35,80,52,0,401,480,129,208,2.00E-10,60.6
P77509,Q5SJR7,43.64,55,31,0,17,71,9,63,3.00E-09,56.4
P77509,Q5SJR7,40.91,44,26,0,278,321,18,61,1.00E-05,44.1
P77509,Q5SIB5,51.02,49,24,0,18,66,11,59,2.00E-10,60.1
P77509,Q5SIB5,29.76,84,59,0,402,485,132,215,2.00E-09,56.9
P77509,Q5SIB5,24.49,98,74,0,131,228,116,213,2.00E-08,53.7
P77509,Q5SIB5,34.78,46,30,0,278,323,19,64,2.00E-04,40.4
P77509,Q5SJN3,43.1,58,33,0,17,74,10,67,3.00E-10,59.6
P77509,Q5SJN3,32,50,34,0,278,327,19,68,0.001,37.7
P77509,Q5SJN3,48.39,31,16,0,150,180,134,164,0.001,37.7
P77509,Q5SJN3,28.85,52,37,0,405,456,134,185,0.002,37.2
P77509,Q5SL46,31.65,79,54,0,402,480,149,227,4.00E-10,59.2
P77509,Q5SL46,27.06,85,62,0,146,230,148,232,2.00E-07,50.5
P77509,Q5SL46,32.35,68,46,0,278,345,19,86,2.00E-07,50
P77509,Q5SL46,37.5,48,30,0,20,67,13,60,2.00E-06,47.3
P77509,Q5SH06,34.52,84,55,0,402,485,130,213,6.00E-10,58.7
P77509,Q5SH06,50,48,24,0,18,65,9,56,2.00E-09,56.9
P77509,Q5SH06,30.77,91,63,0,137,227,120,210,7.00E-08,51.9
P77509,Q5SKQ5,46.55,58,31,0,23,80,15,72,6.00E-10,58.7
P77509,Q5SKQ5,33.33,51,34,0,385,435,120,170,0.002,36.8
P77509,Q5SHV0,37.5,64,40,0,6,69,2,65,1.00E-09,57.4
P77509,Q5SHV0,37.25,51,32,0,130,180,112,162,2.00E-05,43.6
P77509,Q5SHV0,34,50,33,0,278,327,22,71,3.00E-05,43.2
P77509,Q5SHV0,29.69,64,45,0,403,466,130,193,2.00E-04,40.4
P77509,Q5SIR9,29.9,97,68,0,134,230,123,219,3.00E-09,56.4
P77509,Q5SIR9,28.95,76,54,0,405,480,139,214,3.00E-04,39.5
P77509,Q5SIR9,50,32,16,0,25,56,18,49,5.00E-04,39
P77509,Q5SJP5,27.85,79,57,0,405,483,58,136,5.00E-09,55.5
P77509,Q5SJP5,25.49,102,76,0,130,231,38,139,9.00E-08,51.4
P77509,Q5SKQ6,41.38,58,34,0,10,67,4,61,5.00E-09,55.5
P77509,Q5SKQ6,27.69,65,47,0,278,342,20,84,6.00E-06,45.5
P77509,Q5SKQ6,35.85,53,34,0,401,453,144,196,5.00E-05,42.3
P77509,Q5SKQ6,48.15,27,14,0,158,184,156,182,0.003,36.3
P77509,Q5SKE8,24.69,81,61,0,146,226,33,113,2.00E-08,53.7
P77509,Q5SKE8,25.71,70,52,0,411,480,43,112,1.00E-05,44.1
P77509,Q5SJ09,45.83,48,26,0,18,65,35,82,3.00E-08,53.2
P77509,Q5SJ09,36.96,46,29,0,278,323,43,88,2.00E-04,40.4
P77509,Q5SJ09,29.03,62,44,0,401,462,156,217,3.00E-04,39.5
P77509,Q5SIG1,41.07,56,33,0,12,67,4,59,3.00E-08,52.8
P77509,Q5SIG1,33.96,53,35,0,278,330,18,70,3.00E-05,43.2
P77509,Q5SIG1,23.64,55,42,0,395,449,105,159,0.008,34.9
P77509,Q53VW1,43.18,44,25,0,26,69,17,60,9.00E-08,51.4
P77509,Q53VW1,41.82,55,32,0,426,480,156,210,1.00E-06,47.7
P77509,Q5SM72,25.77,97,72,0,130,226,99,195,9.00E-08,51.4
P77509,Q5SM72,27.78,90,65,0,396,485,110,199,2.00E-07,50
P77509,Q5SM72,45.71,35,19,0,33,67,24,58,2.00E-04,40
P77509,Q5SJK1,37.29,59,37,0,405,463,143,201,9.00E-08,51.4
P77509,Q5SJK1,30.77,78,54,0,130,207,123,200,4.00E-07,49.1
P77509,Q5SJK1,40.48,42,25,0,25,66,21,62,3.00E-05,43.2
P77509,Q5SID8,33.33,63,42,0,405,467,138,200,9.00E-08,51.4
P77509,Q5SID8,31.75,63,43,0,134,196,122,184,6.00E-06,45.5
P77509,Q5SID8,31.15,61,42,0,281,341,23,83,1.00E-05,44.5
P77509,Q5SID8,30,60,42,0,9,68,3,62,3.00E-04,39.5
P77509,Q5SL54,42.31,52,30,0,18,69,12,63,2.00E-07,50
P77509,Q5SL54,30,70,49,0,275,344,17,86,1.00E-06,47.7
P77509,Q5SL54,36.21,58,37,0,404,461,137,194,2.00E-05,43.6
P77509,Q5SL54,22.06,68,53,0,128,195,116,183,0.008,34.9
P77509,Q5SKC8,32.53,83,56,0,403,485,114,196,2.00E-07,50
P77509,Q5SKC8,36.17,47,30,0,134,180,100,146,6.00E-04,38.6
P77509,Q5SKR4,38.89,54,33,0,18,71,11,64,2.00E-07,50
P77509,Q5SKR4,30.43,46,32,0,405,450,134,179,0.001,37.7
P77509,Q5SKR4,34.09,44,29,0,278,321,19,62,0.006,35.4
P77509,Q5SKR4,34.04,47,31,0,181,227,166,212,0.006,35.4
P77509,Q53VZ4,35.82,67,43,0,5,71,13,79,3.00E-07,49.6
P77509,Q53VZ4,40.43,47,28,0,403,449,153,199,1.00E-04,41.3
P77509,Q53VZ4,36.17,47,30,0,134,180,139,185,6.00E-04,38.6
P77509,Q53VZ4,29.79,47,33,0,278,324,34,80,0.002,37.2
P77509,Q5SL40,31.17,77,53,0,401,477,131,207,6.00E-07,48.7
P77509,Q5SL40,42.5,40,23,0,19,58,12,51,2.00E-04,40
P77509,Q5SL40,47.06,34,18,0,278,311,19,52,3.00E-04,39.5
P77509,Q5SL41,37.04,54,34,0,23,76,30,83,8.00E-07,48.2
P77509,Q5SL41,39.66,58,35,0,403,460,153,210,2.00E-06,47.3
P77509,Q5SL41,30.19,53,37,0,145,197,150,202,3.00E-04,39.5
P77509,Q5SL41,37.21,43,27,0,278,320,33,75,0.008,34.9
P77509,Q5SH92,56.76,37,16,0,22,58,15,51,8.00E-07,48.2
P77509,Q5SIF0,50,38,19,0,28,65,42,79,2.00E-06,46.8
P77509,Q5SIF0,34.69,49,32,0,405,453,155,203,5.00E-05,42.3
P77509,Q5SIF0,31.91,47,32,0,281,327,43,89,0.001,37.7
P77509,Q5SL20,38,50,31,0,278,327,34,83,2.00E-06,46.8
P77509,Q5SL20,41.3,46,27,0,23,68,31,76,1.00E-05,44.1
P77509,Q5SL20,29.17,48,34,0,406,453,160,207,2.00E-04,40.4
P77509,Q5SH96,46.15,39,21,0,405,443,142,180,8.00E-06,45
P77509,Q5SH96,37.14,35,22,0,40,74,35,69,5.00E-04,39
P77509,Q5SH96,33.33,51,34,0,130,180,122,172,5.00E-04,39
P77509,Q5SLN1,43.48,46,26,0,405,450,168,213,1.00E-05,44.1
P77509,Q5SLN1,28.13,64,46,0,150,213,168,231,0.002,36.8
P77509,Q5SL21,32.65,49,33,0,405,453,163,211,1.00E-04,40.9
P77509,Q5SL21,53.57,28,13,0,23,50,23,50,5.00E-04,39
P77509,Q5SIN5,25,68,51,0,128,195,38,105,5.00E-04,39
P77509,Q5SJP4,30,60,42,0,421,480,2,61,6.00E-04,38.6
P77509,Q5SJP4,27.87,61,44,0,168,228,4,64,0.001,37.7
P77509,Q5SIM7,40,40,24,0,404,443,474,513,0.001,37.7
P77509,Q5SIM7,29.41,51,36,0,278,328,354,404,0.006,35.4
P77509,Q5SIM7,31.11,45,31,0,149,193,474,518,0.008,34.9
P77509,Q5SIM8,27.45,51,37,0,278,328,376,426,0.002,37.2
P77509,Q5SIM8,31.82,44,30,0,26,69,376,419,0.008,34.9
P0A8I1,Q5SHA1,42,50,29,0,88,137,85,134,3.00E-06,44.2
P0AEB7,Q5SM06,36,50,32,0,31,80,41,90,6.00E-06,42.8
P31435,Q53WC6,31,100,69,0,12,111,5,104,7.00E-16,78.2
P31435,Q53WD2,32.26,93,63,0,10,102,2,94,1.00E-14,74.4
P0A8C8,Q5SL49,62.12,66,25,0,11,76,4,69,1.00E-24,104
P31437,Q5SMD1,36.23,69,44,0,220,288,201,269,5.00E-07,48.2
P31437,Q5SLT9,36.23,69,44,0,220,288,199,267,3.00E-06,45.8
P31437,Q5SHR9,24.64,69,52,0,220,288,205,273,0.003,35.4
P0AGI4,Q5SIN8,28.89,90,64,0,245,334,167,256,2.00E-08,53.5
P0AGI4,Q5SH74,37.5,48,30,0,261,308,168,215,1.00E-05,44.1
P0AGI4,Q5SKQ8,34.55,55,36,0,262,316,205,259,3.00E-05,42.7
P0AGI4,Q5SL43,36.96,46,29,0,261,306,199,244,2.00E-04,39.9
P0AGI4,Q5SKQ4,28.57,70,50,0,245,314,143,212,7.00E-04,38
P0AGI4,Q5SK97,35.56,45,29,0,78,122,37,81,0.001,37.1
P0A8B5,Q5SHY1,37.84,37,23,0,63,99,61,97,0.006,32.8
P0AG84,Q53W85,34.48,116,76,0,178,293,119,234,1.00E-18,86.6
P0AG84,Q53W85,58.06,31,13,0,46,76,2,32,6.00E-05,41.1
P0AG84,Q53W82,34.78,92,60,0,199,290,144,235,2.00E-12,66.1
P0AG84,Q53W82,56.76,37,16,0,49,85,2,38,6.00E-05,41.1
P0AG84,Q5SL78,36.36,88,56,0,50,137,2,89,4.00E-11,61.6
P0AG84,Q5SL78,37.5,56,35,0,181,236,134,189,6.00E-08,51.1
P0AG84,Q5SL78,25.37,67,50,0,224,290,175,241,0.001,36.6
P0AG84,Q5SLI9,28.41,88,63,0,147,234,108,195,2.00E-07,49.3
P0AG84,Q5SLC4,38.6,57,35,0,178,234,128,184,3.00E-06,45.6
P0AG84,Q5SLC4,47.83,46,24,0,45,90,2,47,1.00E-05,43.4
P0AG84,Q5SLC4,37.14,35,22,0,256,290,210,244,0.001,36.6
P0AG84,Q5SK98,46.34,41,22,0,254,294,201,241,4.00E-06,45.2
P0AG84,Q5SK98,35,60,39,0,177,236,126,185,3.00E-05,42
P0AG84,Q5SK98,55.17,29,13,0,46,74,2,30,2.00E-04,39.3
P0AG84,Q53WH2,43.9,41,23,0,196,236,146,186,1.00E-05,43.4
P0AG84,Q53WH2,59.38,32,13,0,45,76,2,33,2.00E-05,42.5
P0AG84,Q53WH2,40,40,24,0,254,293,202,241,5.00E-05,41.6
P0AG84,Q5SL32,61.29,31,12,0,50,80,2,32,3.00E-05,42
P0AG84,Q5SL32,38.89,36,22,0,195,230,149,184,6.00E-05,41.1
P0AG84,Q5SKF0,55.88,34,15,0,45,78,2,35,9.00E-05,40.6
P0AG84,Q5SKI3,30.16,63,44,0,179,241,135,197,1.00E-04,40.2
P0AG84,Q5SKI3,46.88,32,17,0,46,77,2,33,0.01,33.8
P0AG84,Q5SKF2,51.28,39,19,0,49,87,2,40,1.00E-04,40.2
P0AG84,Q5SKF2,35.71,56,36,0,181,236,130,185,3.00E-04,38.8
P0AG84,Q53WH6,51.52,33,16,0,46,78,7,39,6.00E-04,37.9
P0AG84,Q53WH6,47.22,36,19,0,255,290,214,249,0.001,36.6
P76630,Q5SLQ8,42.67,75,43,0,24,98,10,84,1.00E-16,80
P77171,Q5SM20,45.1,51,28,0,10,60,2,52,9.00E-09,53.9
P77171,Q5SM20,26.6,94,69,0,62,155,52,145,2.00E-06,46.1
P77171,Q5SLV7,44.68,47,26,0,14,60,4,50,6.00E-07,48
P33361,Q5SHC3,31.34,67,46,0,259,325,369,435,7.00E-06,44.7
P33361,Q5SHC3,25.93,135,100,0,246,380,106,240,3.00E-04,39.4
P33361,Q5SIX5,30.77,78,54,0,259,336,156,233,4.00E-05,42.3
P33361,Q5SJ79,36.54,52,33,0,98,149,388,439,7.00E-05,41.3
P33361,Q5SLN2,24.74,97,73,0,252,348,142,238,7.00E-04,38
P33361,Q5SIX6,62.5,24,9,0,287,310,163,186,0.001,37.1
P33361,Q5SJN2,50,30,15,0,281,310,159,188,0.001,37.1
P33361,Q53VZ3,37.04,54,34,0,271,324,451,504,0.001,37.1
P33361,Q5SJN1,43.24,37,21,0,274,310,167,203,0.005,35.2
P33361,Q5SLD8,34.88,43,28,0,274,316,177,219,0.005,35.2
P27848,Q5SKD4,44.23,52,29,0,188,239,196,247,2.00E-07,49.6
P0AGM0,Q5SLI4,36.21,58,37,0,193,250,221,278,9.00E-07,47.6
P0AGM0,Q5SLI4,21.74,92,72,0,242,333,269,360,5.00E-04,38.5
P37626,Q5SKB8,27.54,69,50,0,194,262,197,265,3.00E-04,39
P37626,Q5SJK2,25.88,85,63,0,192,276,212,296,0.002,36.8
P0A7D1,Q5SHZ2,50,64,32,0,62,125,50,113,1.00E-16,79.1
P0A7D1,Q5SHZ2,30,60,42,0,130,189,117,176,4.00E-06,44.5
P0A7D1,Q5SHZ2,50,32,16,0,5,36,3,34,2.00E-04,38.9
P07024,Q5SIP1,46.81,47,25,0,398,444,371,417,2.00E-08,53.9
P07024,Q5SIP1,46.15,39,21,0,104,142,103,141,8.00E-04,38.4
P07024,Q5SIP1,46.88,32,17,0,484,515,467,498,0.003,36.6
P07024,Q5SIP1,45.16,31,17,0,151,181,152,182,0.01,34.8
P07024,Q5SIF2,41.38,58,34,0,55,112,114,171,5.00E-05,42.5
P0A879,Q5SJB9,66.86,172,57,0,73,244,95,266,5.00E-76,277
P0A879,Q5SJB9,48.76,121,62,0,244,364,268,388,2.00E-35,143
P0A879,Q5SJB9,44.83,58,32,0,9,66,30,87,4.00E-13,68.9
P0A879,Q5SJB9,60,25,10,0,367,391,390,414,2.00E-04,40
P0A879,Q5SL02,34.69,49,32,0,326,374,265,313,0.008,34.5
P77596,Q5SIY0,38.3,94,58,0,479,572,410,503,6.00E-14,72.3
P77596,Q5SIY0,48.65,37,19,0,288,324,246,282,2.00E-04,41
P37662,Q5SLV0,42.55,47,27,0,42,88,248,294,4.00E-04,39.1
P37662,Q5SKG4,39.58,48,29,0,57,104,64,111,4.00E-04,39.1
P37662,Q5SLU0,32.26,62,42,0,31,92,224,285,0.004,35.8
P0AGJ5,Q5SLL8,37.25,51,32,0,292,342,203,253,4.00E-04,38.8
P0AGJ5,Q5SLJ7,25.74,101,75,0,236,336,128,228,4.00E-04,38.8
P77716,Q5SLD9,36.77,155,98,0,76,230,74,228,8.00E-33,133
P77716,Q5SLD9,34.92,63,41,0,1,63,1,63,2.00E-09,56.3
P77716,Q5SLD9,48.65,37,19,0,244,280,244,280,2.00E-07,49.2
P77716,Q5SJN2,32.17,143,97,0,77,219,68,210,9.00E-25,106
P77716,Q5SLB5,32.79,122,82,0,158,279,257,378,4.00E-20,91.7
P77716,Q5SLB5,32.91,79,53,0,69,147,170,248,3.00E-09,55.4
P77716,Q5SLB5,46.43,28,15,0,26,53,4,31,6.00E-04,37.7
P77716,Q53W76,38.27,81,50,0,145,225,151,231,1.00E-18,86.4
P77716,Q53W76,31.25,64,44,0,67,130,61,124,6.00E-09,54.4
P77716,Q53W76,33.82,68,45,0,213,280,218,285,6.00E-08,51.1
P77716,Q5SH44,29.51,122,86,0,155,276,137,258,1.00E-17,83.1
P77716,Q5SHT0,26.15,130,96,0,106,235,264,393,1.00E-17,83.1
P77716,Q5SHT0,38.89,36,22,0,244,279,403,438,3.00E-04,38.7
P77716,Q5SKF8,30.11,93,65,0,125,217,114,206,2.00E-17,82.6
P77716,Q5SKF8,31.75,63,43,0,218,280,206,268,1.00E-05,43.4
P77716,Q5SKF8,29.63,54,38,0,53,106,42,95,5.00E-04,38.2
P77716,Q5SHS9,28.77,73,52,0,142,214,295,367,1.00E-07,50.1
P77716,Q5SLN2,24.64,69,52,0,133,201,136,204,2.00E-07,49.2
P77716,Q5SLD8,32.26,62,42,0,144,205,160,221,1.00E-06,46.8
P77716,Q5SIX6,35.59,59,38,0,71,129,55,113,2.00E-06,46.3
P77716,Q53VZ3,24,75,57,0,140,214,433,507,5.00E-04,38.2
P77716,Q5SHV1,27.54,69,50,0,130,198,377,445,5.00E-04,38.2
P77716,Q5SKC7,28.57,63,45,0,145,207,89,151,9.00E-04,37.2
P77716,Q5SLN3,25,64,48,0,166,229,176,239,0.003,35.3
P77716,Q53W77,28.85,52,37,0,143,194,1,52,0.005,34.8
P76419,Q53W83,42.86,49,28,0,256,304,238,286,1.00E-07,50.5
P76419,Q53W83,40,45,27,0,50,94,30,74,2.00E-05,42.6
P76419,Q5SJL6,39.53,43,26,0,235,277,208,250,6.00E-05,41.2
P75836,Q5SLV7,38.1,42,26,0,11,52,9,50,6.00E-04,37.9
P75836,Q5SM20,32.69,52,35,0,1,52,1,52,8.00E-04,37.4
P46923,Q53W39,35.09,57,37,0,702,758,761,817,7.00E-06,45.8
P02929,Q5SHS2,33.33,69,46,0,63,131,40,108,7.00E-06,43.9
P02929,Q5SK26,38.64,44,27,0,57,100,346,389,0.002,35.8
P02929,Q5SLK5,37.5,32,20,0,63,94,150,181,0.005,34.5
P02929,Q5SJG1,31.71,41,28,0,57,97,29,69,0.009,33.6
P0A8Z0,Q53VX2,37.5,80,50,0,20,99,12,91,2.00E-14,71.2
P0A8Z0,Q5SHC6,36.59,82,52,0,17,98,8,89,9.00E-12,62.5
P37443,Q5SGW2,47.06,34,18,0,495,528,441,474,0.005,36.2
P0A9U1,Q5SIB5,37.06,197,124,0,328,524,2,198,2.00E-44,173
P0A9U1,Q5SIB5,36.76,185,117,0,22,206,18,202,3.00E-37,149
P0A9U1,Q5SH06,34.18,196,129,0,329,524,1,196,6.00E-39,155
P0A9U1,Q5SH06,34.05,185,122,0,22,206,16,200,4.00E-29,122
P0A9U1,Q5SJR7,34.51,113,74,0,412,524,84,196,1.00E-16,81.3
P0A9U1,Q5SJR7,35.34,116,75,0,91,206,85,200,2.00E-14,74
P0A9U1,Q5SJR7,48.08,52,27,0,337,388,10,61,5.00E-11,62.5
P0A9U1,Q5SJR7,44.44,45,25,0,22,66,17,61,7.00E-08,52
P0A9U1,Q5SL54,36.89,103,65,0,82,184,81,183,3.00E-16,79.9
P0A9U1,Q5SL54,39.47,76,46,0,330,405,5,80,6.00E-13,68.9
P0A9U1,Q5SL54,31.53,111,76,0,399,509,76,186,7.00E-11,62
P0A9U1,Q5SL54,39.53,43,26,0,20,62,17,59,8.00E-06,45.1
P0A9U1,Q5SH42,32.04,103,70,0,335,437,9,111,2.00E-15,76.7
P0A9U1,Q5SH42,35.42,96,62,0,20,115,16,111,6.00E-13,68.9
P0A9U1,Q5SH42,47.46,59,31,0,142,200,135,193,1.00E-11,64.3
P0A9U1,Q5SH42,38.71,62,38,0,432,493,103,164,2.00E-09,57.5
P0A9U1,Q5SIR0,38.96,77,47,0,329,405,1,77,3.00E-14,73.1
P0A9U1,Q5SIR0,30.67,75,52,0,139,213,136,210,1.00E-06,47.8
P0A9U1,Q5SIR0,48.72,39,20,0,30,68,24,62,8.00E-06,45.1
P0A9U1,Q5SIR0,33.87,62,41,0,461,522,136,197,2.00E-05,44.2
P0A9U1,Q5SIR0,35.48,62,40,0,139,200,389,450,0.005,35.9
P0A9U1,Q5SKA0,35.58,104,67,0,123,226,120,223,4.00E-14,72.6
P0A9U1,Q5SKA0,40.35,57,34,0,348,404,18,74,5.00E-08,52.4
P0A9U1,Q5SKA0,42.55,47,27,0,22,68,14,60,3.00E-07,49.7
P0A9U1,Q5SKA0,33.85,65,43,0,428,492,103,167,2.00E-05,43.7
P0A9U1,Q5SJK1,29.41,136,96,0,404,539,86,221,6.00E-14,72.1
P0A9U1,Q5SJK1,28.89,135,96,0,82,216,86,220,8.00E-13,68.5
P0A9U1,Q5SJK1,35.42,48,31,0,342,389,19,66,6.00E-05,42.3
P0A9U1,Q5SJK1,34.15,41,27,0,22,62,21,61,0.003,36.8
P0A9U1,Q5SJ09,50,56,28,0,335,390,33,88,2.00E-13,70.3
P0A9U1,Q5SJ09,44.64,56,31,0,22,77,42,97,8.00E-09,55.2
P0A9U1,Q5SJ09,27.91,86,62,0,407,492,106,191,2.00E-08,53.8
P0A9U1,Q5SJ09,29.29,99,70,0,85,183,106,204,4.00E-06,46
P0A9U1,Q5SH96,31.97,122,83,0,395,516,76,197,3.00E-13,69.8
P0A9U1,Q5SH96,30.63,111,77,0,82,192,85,195,1.00E-09,57.9
P0A9U1,Q5SH96,55.56,27,12,0,36,62,34,60,5.00E-04,39.1
P0A9U1,Q5SIX4,32.71,107,72,0,409,515,101,207,1.00E-12,67.5
P0A9U1,Q5SIX4,35.21,71,46,0,323,393,16,86,1.00E-11,64.8
P0A9U1,Q5SIX4,37.36,91,57,0,87,177,101,191,2.00E-11,63.9
P0A9U1,Q5SIX4,44.9,49,27,0,22,70,37,85,3.00E-08,53.3
P0A9U1,Q5SIR9,34.41,93,61,0,401,493,79,171,2.00E-12,67.1
P0A9U1,Q5SIR9,38.46,52,32,0,347,398,21,72,6.00E-06,45.5
P0A9U1,Q5SIR9,27.59,58,42,0,138,195,138,195,0.009,35
P0A9U1,Q5SKQ6,35.06,77,50,0,329,405,4,80,5.00E-12,65.7
P0A9U1,Q5SKQ6,37.5,56,35,0,122,177,131,186,1.00E-06,47.8
P0A9U1,Q5SKQ6,36.17,47,30,0,22,68,19,65,4.00E-06,46
P0A9U1,Q5SKC8,35,80,52,0,430,509,85,164,3.00E-11,63.4
P0A9U1,Q5SKC8,31.82,110,75,0,112,221,89,198,2.00E-10,60.2
P0A9U1,Q53VZ4,38.2,89,55,0,82,170,98,186,3.00E-11,63
P0A9U1,Q53VZ4,29.17,96,68,0,401,496,95,190,2.00E-09,57.5
P0A9U1,Q53VZ4,36.92,65,41,0,324,388,13,77,4.00E-09,56.1
P0A9U1,Q53VZ4,48.65,37,19,0,26,62,37,73,2.00E-07,50.6
P0A9U1,Q5SHV0,38.46,65,40,0,329,393,6,70,3.00E-11,63
P0A9U1,Q5SHV0,44.44,45,25,0,26,70,25,69,1.00E-07,51.5
P0A9U1,Q5SHV0,38.98,59,36,0,112,170,105,163,2.00E-06,46.9
P0A9U1,Q5SHV0,33.33,63,42,0,430,492,101,163,2.00E-05,43.7
P0A9U1,Q5SIG1,40.35,57,34,0,329,385,2,58,1.00E-10,61.1
P0A9U1,Q5SIG1,48.65,37,19,0,26,62,21,57,3.00E-07,49.7
P0A9U1,Q5SIG1,43.18,44,25,0,140,183,116,159,2.00E-04,40.5
P0A9U1,Q5SIG1,50,34,17,0,464,497,118,151,0.001,38.2
P0A9U1,Q5SKE9,38.16,76,47,0,330,405,3,78,4.00E-10,59.3
P0A9U1,Q5SKE9,38.24,68,42,0,125,192,121,188,8.00E-09,55.2
P0A9U1,Q5SKE9,48.89,45,23,0,26,70,21,65,5.00E-08,52.4
P0A9U1,Q5SJB5,40,65,39,0,333,397,8,72,4.00E-10,59.3
P0A9U1,Q5SJB5,28.74,87,62,0,436,522,116,202,2.00E-08,53.8
P0A9U1,Q5SJB5,52.78,36,17,0,33,68,30,65,2.00E-05,44.2
P0A9U1,Q5SL20,37.7,61,38,0,335,395,24,84,6.00E-10,58.8
P0A9U1,Q5SL20,42.86,49,28,0,22,70,33,81,1.00E-04,40.9
P0A9U1,Q5SL20,27.78,54,39,0,134,187,154,207,0.005,35.9
P0A9U1,Q5SM72,29.25,106,75,0,418,523,76,181,2.00E-09,57.5
P0A9U1,Q5SM72,30.7,114,79,0,96,209,76,189,2.00E-08,53.8
